cluster,method,n_cone,n_raw_cone,n_quality_rejected,n_true_in_cone,n_pred,precision,recall,f1,contam,runtime_s,center_mode,center_shift_arcmin,objective,tag,extra_1,extra_2,cache_pipeline_signature
UBC1150,gmm_bic,5224,5226,2,24,261,0.0842911877394636,0.8461538461538461,0.1533101045296167,0.9157088122605364,0.773327499977313,center0,0.0,16875.029440116894,GMM|k=4|cv=ful,261.0,698.0,
UBC1151,gmm_bic,6231,6231,0,31,311,0.0,0.0,0.0,1.0,0.8515356000280008,center0,0.0,11154.44265791653,GMM|k=5|cv=ful,311.0,572.0,
UBC1152,gmm_bic,6633,6633,0,33,33,1.0,1.0,1.0,0.0,1.4168193000368774,center0,0.0,8110.252251117214,GMM|k=5|cv=ful,50.0,33.0,
UBC1153,gmm_bic,3011,3011,0,11,11,1.0,1.0,1.0,0.0,0.8934263000264764,center0,0.0,12109.354307336213,GMM|k=5|cv=ful,50.0,11.0,
UBC1154,gmm_bic,7638,7638,0,38,38,1.0,1.0,1.0,0.0,0.8952123000053689,center0,0.0,6322.000260543833,GMM|k=4|cv=ful,57.0,38.0,
UBC1155,gmm_bic,3215,3216,1,15,15,1.0,0.9375,0.967741935483871,0.0,1.111846299958415,center0,0.0,11843.289966773997,GMM|k=4|cv=ful,50.0,15.0,
UBC1156,gmm_bic,4824,4824,0,24,24,1.0,1.0,1.0,0.0,0.8113489000825211,center0,0.0,6565.97100683926,GMM|k=5|cv=ful,50.0,24.0,
UBC1157,gmm_bic,7839,7839,0,39,39,1.0,1.0,1.0,0.0,0.9447147999890148,center0,0.0,7296.85090967892,GMM|k=5|cv=ful,58.0,39.0,
UBC1158,gmm_bic,4823,4824,1,23,23,1.0,0.9583333333333334,0.9787234042553192,0.0,0.7855445999884978,center0,0.0,4854.117264239772,GMM|k=5|cv=ful,50.0,23.0,
UBC1159,gmm_bic,10251,10251,0,51,51,1.0,1.0,1.0,0.0,1.0337322000414133,center0,0.0,6751.930942027553,GMM|k=5|cv=ful,76.0,51.0,
UBC1160,gmm_bic,14068,14070,2,68,68,1.0,0.9714285714285714,0.9855072463768116,0.0,1.1481988999294117,center0,0.0,4240.325292085172,GMM|k=5|cv=dia,102.0,68.0,
UBC1161,gmm_bic,9447,9447,0,47,47,1.0,1.0,1.0,0.0,0.9182736000511796,center0,0.0,6225.300063579067,GMM|k=5|cv=ful,70.0,47.0,
UBC1162,gmm_bic,4623,4623,0,23,23,1.0,1.0,1.0,0.0,1.1356274000136182,center0,0.0,8785.110344378932,GMM|k=5|cv=ful,50.0,23.0,
UBC1163,gmm_bic,20148,20150,2,148,148,1.0,0.9866666666666668,0.9932885906040269,0.0,0.6823914999840781,center0,0.0,3059.5528382944904,GMM|k=5|cv=ful,222.0,148.0,
UBC1164,gmm_bic,3618,3618,0,18,18,1.0,1.0,1.0,0.0,0.9618048999691382,center0,0.0,9159.698720169075,GMM|k=4|cv=ful,50.0,18.0,
UBC1165,gmm_bic,16680,16683,3,80,80,1.0,0.963855421686747,0.98159509202454,0.0,0.7734086000127718,center0,0.0,2427.1913721084697,GMM|k=4|cv=ful,120.0,80.0,
UBC1166,gmm_bic,4824,4824,0,24,24,1.0,1.0,1.0,0.0,0.8478111999575049,center0,0.0,7493.282784907802,GMM|k=5|cv=ful,50.0,24.0,
UBC1167,gmm_bic,4623,4623,0,23,29,0.7931034482758621,1.0,0.8846153846153846,0.2068965517241379,0.9545851000584662,center0,0.0,9013.39613386868,GMM|k=5|cv=ful,50.0,29.0,
UBC1168,gmm_bic,8240,8241,1,40,40,1.0,0.975609756097561,0.9876543209876544,0.0,1.4296598000219092,center0,0.0,9001.242746798976,GMM|k=5|cv=ful,58.0,40.0,
UBC1169,gmm_bic,15476,15477,1,76,76,1.0,0.987012987012987,0.9934640522875816,0.0,0.6164548000087962,center0,0.0,3379.0709981274968,GMM|k=3|cv=ful,112.0,76.0,
UBC1170,gmm_bic,4221,4221,0,21,21,1.0,1.0,1.0,0.0,1.3829601999605077,center0,0.0,9601.09554716824,GMM|k=5|cv=ful,50.0,21.0,
UBC1171,gmm_bic,3013,3013,0,13,150,0.0,0.0,0.0,1.0,1.018149400013499,center0,0.0,18439.072011894223,GMM|k=3|cv=ful,150.0,592.0,
UBC1172,gmm_bic,13265,13266,1,65,65,1.0,0.9848484848484848,0.9923664122137404,0.0,1.147018100018613,center0,0.0,3180.606897068034,GMM|k=4|cv=ful,97.0,65.0,
UBC1173,gmm_bic,5226,5226,0,26,261,0.0,0.0,0.0,1.0,1.184334099991247,center0,0.0,7343.86765499116,GMM|k=4|cv=ful,261.0,852.0,
UBC1174,gmm_bic,3014,3014,0,14,150,0.0,0.0,0.0,1.0,1.1387319000205025,center0,0.0,18331.774749312022,GMM|k=4|cv=ful,150.0,843.0,
UBC1175,gmm_bic,9648,9648,0,48,48,1.0,1.0,1.0,0.0,0.9818562000291422,center0,0.0,6621.694197146877,GMM|k=5|cv=ful,72.0,48.0,
UBC1176,gmm_bic,3818,3819,1,18,18,1.0,0.9473684210526316,0.972972972972973,0.0,1.0647399999434128,center0,0.0,10805.819858996852,GMM|k=5|cv=ful,50.0,18.0,
UBC1177,gmm_bic,7234,7236,2,34,34,1.0,0.9444444444444444,0.9714285714285714,0.0,1.102966499980539,center0,0.0,9548.811550331126,GMM|k=4|cv=ful,51.0,34.0,
UBC1178,gmm_bic,5226,5226,0,26,261,0.0,0.0,0.0,1.0,0.9499685999471694,center0,0.0,13008.128901456355,GMM|k=5|cv=dia,261.0,769.0,
UBC1179,gmm_bic,3617,3618,1,17,17,1.0,0.9444444444444444,0.9714285714285714,0.0,1.155718700028956,center0,0.0,12921.93614432095,GMM|k=5|cv=ful,50.0,17.0,
UBC1180,gmm_bic,6633,6633,0,33,33,1.0,1.0,1.0,0.0,1.0455322999041528,center0,0.0,6771.724124883176,GMM|k=5|cv=dia,50.0,33.0,
UBC1181,gmm_bic,5025,5025,0,25,25,1.0,1.0,1.0,0.0,0.895667799981311,center0,0.0,10119.458665339933,GMM|k=5|cv=ful,50.0,25.0,
UBC1182,gmm_bic,13868,13869,1,68,68,1.0,0.9855072463768116,0.9927007299270074,0.0,0.8220352999633178,center0,0.0,7583.08195063351,GMM|k=5|cv=ful,100.0,68.0,
UBC1183,gmm_bic,6432,6432,0,32,32,1.0,1.0,1.0,0.0,0.9759260000428184,center0,0.0,6687.963242721567,GMM|k=4|cv=ful,50.0,32.0,
UBC1184,gmm_bic,10451,10452,1,51,51,1.0,0.9807692307692308,0.9902912621359222,0.0,0.8201330000301823,center0,0.0,11283.478369204982,GMM|k=5|cv=ful,76.0,51.0,
UBC1185,gmm_bic,20098,20101,3,98,98,1.0,0.9702970297029704,0.9849246231155778,0.0,1.45055940002203,center0,0.0,3775.222827880367,GMM|k=5|cv=ful,147.0,98.0,
UBC1186,gmm_bic,4221,4221,0,21,21,1.0,1.0,1.0,0.0,1.2704844999825582,center0,0.0,12121.099730466369,GMM|k=5|cv=dia,50.0,21.0,
UBC1187,gmm_bic,3617,3618,1,17,180,0.0,0.0,0.0,1.0,0.9326344999717548,center0,0.0,13189.743389575466,GMM|k=5|cv=ful,180.0,1017.0,
UBC1188,gmm_bic,3013,3013,0,13,15,0.8666666666666667,1.0,0.9285714285714286,0.1333333333333333,1.0178261999972165,center0,0.0,13386.77761552591,GMM|k=5|cv=ful,50.0,15.0,
UBC1189,gmm_bic,6231,6231,0,31,31,1.0,1.0,1.0,0.0,0.7532104999991134,center0,0.0,5646.750559298976,GMM|k=5|cv=ful,50.0,31.0,
UBC1190,gmm_bic,10452,10452,0,52,52,1.0,1.0,1.0,0.0,1.060530100017786,center0,0.0,6576.6646761584125,GMM|k=5|cv=ful,76.0,52.0,
UBC1191,gmm_bic,4623,4623,0,23,231,0.0,0.0,0.0,1.0,1.0890039999503642,center0,0.0,11893.556942431913,GMM|k=5|cv=ful,231.0,747.0,
UBC1192,gmm_bic,6832,6834,2,32,34,0.9411764705882352,0.9411764705882352,0.9411764705882352,0.0588235294117647,1.2673226000042632,center0,0.0,7971.788873164638,GMM|k=5|cv=ful,50.0,34.0,
UBC1193,gmm_bic,6633,6633,0,33,33,1.0,1.0,1.0,0.0,1.1214129000436517,center0,0.0,5426.630874608518,GMM|k=5|cv=dia,50.0,33.0,
UBC1194,gmm_bic,6672,6674,2,62,333,0.0,0.0,0.0,1.0,0.2445171000435948,center0,0.0,15669.370194409848,GMM|k=5|cv=dia,333.0,778.0,
UBC1195,gmm_bic,4623,4623,0,23,23,1.0,1.0,1.0,0.0,1.1180433999979869,center0,0.0,9423.593183492185,GMM|k=5|cv=dia,50.0,23.0,
UBC1196,gmm_bic,10854,10854,0,54,54,1.0,1.0,1.0,0.0,1.1519952999660743,center0,0.0,6801.883210628017,GMM|k=5|cv=ful,81.0,54.0,
UBC1197,gmm_bic,3417,3417,0,17,17,1.0,1.0,1.0,0.0,0.8258222000440583,center0,0.0,19201.37607046841,GMM|k=5|cv=ful,50.0,17.0,
UBC1198,gmm_bic,6231,6231,0,31,31,1.0,1.0,1.0,0.0,1.1255864999257028,center0,0.0,7203.135128211985,GMM|k=4|cv=ful,50.0,31.0,
UBC1199,gmm_bic,5427,5427,0,27,271,0.0,0.0,0.0,1.0,1.2447539999848232,center0,0.0,7182.819481086741,GMM|k=4|cv=ful,271.0,646.0,
UBC1200,gmm_bic,8844,8844,0,44,44,1.0,1.0,1.0,0.0,1.3671605999115857,center0,0.0,6446.7712540316425,GMM|k=5|cv=ful,66.0,44.0,
UBC1201,gmm_bic,9045,9045,0,45,452,0.0,0.0,0.0,1.0,0.7638131999410689,center0,0.0,8982.78795668362,GMM|k=5|cv=ful,452.0,465.0,
UBC1202,gmm_bic,10251,10251,0,51,425,0.0,0.0,0.0,1.0,0.4889242000645026,center0,0.0,11980.974312019358,GMM|k=4|cv=ful,512.0,425.0,
UBC1203,gmm_bic,5025,5025,0,25,251,0.0,0.0,0.0,1.0,0.9717521000420676,center0,0.0,12914.41761442898,GMM|k=5|cv=ful,251.0,427.0,
UBC1204,gmm_bic,7236,7236,0,36,36,1.0,1.0,1.0,0.0,0.9755086000077426,center0,0.0,9437.6244444537,GMM|k=5|cv=ful,54.0,36.0,
UBC1205,gmm_bic,10653,10653,0,53,532,0.0,0.0,0.0,1.0,0.4051730999490246,center0,0.0,6162.954212124384,GMM|k=3|cv=ful,532.0,825.0,
UBC1206,gmm_bic,3216,3216,0,16,160,0.0,0.0,0.0,1.0,0.8610864999936894,center0,0.0,13895.638813464626,GMM|k=5|cv=ful,160.0,480.0,
UBC1207,gmm_bic,4623,4623,0,23,23,1.0,1.0,1.0,0.0,1.005001000012271,center0,0.0,9738.040794818386,GMM|k=5|cv=ful,50.0,23.0,
UBC1208,gmm_bic,4623,4623,0,23,30,0.7666666666666667,1.0,0.8679245283018869,0.2333333333333332,0.9503446000162512,center0,0.0,9142.962331962595,GMM|k=4|cv=ful,50.0,30.0,
UBC1209,gmm_bic,20188,20190,2,188,189,0.9947089947089948,0.9894736842105264,0.992084432717678,0.0052910052910053,0.9211985999718308,center0,0.0,9170.905585479746,GMM|k=4|cv=ful,282.0,189.0,
UBC1210,gmm_bic,4824,4824,0,24,241,0.0,0.0,0.0,1.0,0.9107457000063732,center0,0.0,10893.097753715523,GMM|k=4|cv=ful,241.0,647.0,
UBC1211,gmm_bic,8844,8844,0,44,44,1.0,1.0,1.0,0.0,1.132233800017275,center0,0.0,5736.640853725575,GMM|k=3|cv=dia,64.0,44.0,
UBC1212,gmm_bic,5025,5025,0,25,25,1.0,1.0,1.0,0.0,0.8239755999529734,center0,0.0,8331.014151763926,GMM|k=4|cv=ful,50.0,25.0,
UBC1213,gmm_bic,4020,4020,0,20,20,1.0,1.0,1.0,0.0,0.9188053000252694,center0,0.0,7324.68031832455,GMM|k=5|cv=ful,50.0,20.0,
UBC1214,gmm_bic,4221,4221,0,21,21,1.0,1.0,1.0,0.0,1.2136721999850124,center0,0.0,9952.435131263745,GMM|k=4|cv=ful,50.0,21.0,
UBC1215,gmm_bic,9648,9648,0,48,48,1.0,1.0,1.0,0.0,0.8979534999234602,center0,0.0,6006.140942764292,GMM|k=4|cv=ful,72.0,48.0,
UBC1216,gmm_bic,5829,5829,0,29,291,0.0,0.0,0.0,1.0,1.072950099944137,center0,0.0,6681.12566087103,GMM|k=5|cv=dia,291.0,329.0,
UBC1217,gmm_bic,3014,3014,0,14,14,1.0,1.0,1.0,0.0,1.1738898999756202,center0,0.0,11841.18035197621,GMM|k=5|cv=ful,50.0,14.0,
UBC1218,gmm_bic,12261,12261,0,61,481,0.0,0.0,0.0,1.0,0.5117704999865964,center0,0.0,3116.8600220370136,GMM|k=5|cv=ful,613.0,481.0,
UBC1219,gmm_bic,4020,4020,0,20,23,0.8695652173913043,1.0,0.9302325581395348,0.1304347826086956,1.1649224000284448,center0,0.0,14450.358982276926,GMM|k=4|cv=ful,50.0,23.0,
UBC1220,gmm_bic,5829,5829,0,29,29,1.0,1.0,1.0,0.0,0.922916500014253,center0,0.0,5027.398963902951,GMM|k=5|cv=dia,50.0,29.0,
UBC1221,gmm_bic,5225,5226,1,25,25,1.0,0.9615384615384616,0.9803921568627452,0.0,1.054948000004515,center0,0.0,9128.421773402675,GMM|k=5|cv=ful,50.0,25.0,
UBC1222,gmm_bic,9648,9648,0,48,48,1.0,1.0,1.0,0.0,0.6629061000421643,center0,0.0,8706.718922550715,GMM|k=3|cv=ful,72.0,48.0,
UBC1223,gmm_bic,5427,5427,0,27,93,0.2903225806451613,1.0,0.45,0.7096774193548387,1.4818069000029936,center0,0.0,5643.467535464748,GMM|k=5|cv=ful,121.0,93.0,
UBC1224,gmm_bic,8039,8040,1,39,39,1.0,0.975,0.9873417721518988,0.0,1.27957819995936,center0,0.0,10468.015303103908,GMM|k=5|cv=ful,57.0,39.0,
UBC1225,gmm_bic,6833,6834,1,33,33,1.0,0.9705882352941176,0.9850746268656716,0.0,0.9501316999085248,center0,0.0,6771.076549975856,GMM|k=5|cv=ful,50.0,33.0,
UBC1226,gmm_bic,10050,10050,0,50,50,1.0,1.0,1.0,0.0,0.9521516999229788,center0,0.0,5473.371644948484,GMM|k=5|cv=dia,73.0,50.0,
UBC1227,gmm_bic,3011,3011,0,11,11,1.0,1.0,1.0,0.0,1.26833639992401,center0,0.0,15987.67403801331,GMM|k=5|cv=dia,50.0,11.0,
UBC1228,gmm_bic,5427,5427,0,27,27,1.0,1.0,1.0,0.0,0.8794667000183836,center0,0.0,12035.551895587429,GMM|k=5|cv=ful,50.0,27.0,
UBC1229,gmm_bic,3819,3819,0,19,19,1.0,1.0,1.0,0.0,0.7677433000644669,center0,0.0,12782.919044685374,GMM|k=4|cv=ful,50.0,19.0,
UBC1230,gmm_bic,3618,3618,0,18,19,0.9473684210526316,1.0,0.972972972972973,0.0526315789473684,0.9595899999840184,center0,0.0,14322.501058769236,GMM|k=4|cv=ful,50.0,19.0,
UBC1231,gmm_bic,5226,5226,0,26,26,1.0,1.0,1.0,0.0,0.7991031999699771,center0,0.0,13629.59076974249,GMM|k=5|cv=dia,50.0,26.0,
UBC1232,gmm_bic,8039,8040,1,39,39,1.0,0.975,0.9873417721518988,0.0,1.0471158000873402,center0,0.0,6659.547587369443,GMM|k=5|cv=dia,58.0,39.0,
UBC1233,gmm_bic,9045,9045,0,45,452,0.0,0.0,0.0,1.0,0.6203207999933511,center0,0.0,5872.794623565684,GMM|k=4|cv=ful,452.0,932.0,
UBC1234,gmm_bic,9848,9849,1,48,90,0.5333333333333333,0.979591836734694,0.6906474820143884,0.4666666666666667,1.0945747999940068,center0,0.0,11754.330028979764,GMM|k=5|cv=ful,136.0,90.0,
UBC1235,gmm_bic,4020,4020,0,20,201,0.0,0.0,0.0,1.0,1.010484699974768,center0,0.0,16832.70504090643,GMM|k=5|cv=dia,201.0,901.0,
UBC1236,gmm_bic,20111,20112,1,111,111,1.0,0.9910714285714286,0.9955156950672646,0.0,0.915511800092645,center0,0.0,4925.740595054636,GMM|k=4|cv=ful,166.0,111.0,
UBC1237,gmm_bic,10250,10251,1,50,224,0.2232142857142857,0.9803921568627452,0.3636363636363636,0.7767857142857143,0.5122991999378428,center0,0.0,9164.399733035549,GMM|k=5|cv=ful,331.0,224.0,
UBC1238,gmm_bic,4824,4824,0,24,24,1.0,1.0,1.0,0.0,0.841694200062193,center0,0.0,12313.7375070572,GMM|k=4|cv=ful,50.0,24.0,
UBC1239,gmm_bic,4622,4623,1,22,22,1.0,0.9565217391304348,0.9777777777777776,0.0,0.949118799995631,center0,0.0,9873.005380122646,GMM|k=5|cv=ful,50.0,22.0,
UBC1240,gmm_bic,9446,9447,1,46,46,1.0,0.9787234042553192,0.989247311827957,0.0,1.1533985000569371,center0,0.0,6253.745456670285,GMM|k=5|cv=dia,69.0,46.0,
UBC1241,gmm_bic,9848,9849,1,48,48,1.0,0.979591836734694,0.9896907216494846,0.0,0.5239263999974355,center0,0.0,8624.064554660305,GMM|k=5|cv=ful,72.0,48.0,
UBC1242,gmm_bic,11658,11658,0,58,58,1.0,1.0,1.0,0.0,1.0904409000650048,center0,0.0,8018.856974034143,GMM|k=4|cv=dia,85.0,58.0,
UBC1243,gmm_bic,6230,6231,1,30,30,1.0,0.967741935483871,0.9836065573770492,0.0,1.193321599974297,center0,0.0,8264.756699536802,GMM|k=5|cv=dia,50.0,30.0,
UBC1244,gmm_bic,20105,20106,1,105,105,1.0,0.9905660377358492,0.9952606635071092,0.0,0.7501963999820873,center0,0.0,6640.540262197019,GMM|k=5|cv=dia,157.0,105.0,
UBC1245,gmm_bic,3818,3819,1,18,190,0.0,0.0,0.0,1.0,1.0046939000021666,center0,0.0,18323.62019011257,GMM|k=5|cv=ful,190.0,644.0,
UBC1246,gmm_bic,13461,13462,1,66,673,0.0,0.0,0.0,1.0,0.7293979999376461,center0,0.0,10426.361204083005,GMM|k=3|cv=ful,673.0,739.0,
UBC1247,gmm_bic,3014,3014,0,14,150,0.0,0.0,0.0,1.0,0.8803284999448806,center0,0.0,17043.912267846466,GMM|k=5|cv=ful,150.0,939.0,
UBC1248,gmm_bic,7437,7437,0,37,371,0.0,0.0,0.0,1.0,0.9183603000128642,center0,0.0,15545.83479974127,GMM|k=5|cv=dia,371.0,644.0,
UBC1249,gmm_bic,19697,19698,1,97,97,1.0,0.9897959183673468,0.9948717948717948,0.0,0.4608604999957606,center0,0.0,5069.936146228298,GMM|k=5|cv=ful,144.0,97.0,
UBC1250,gmm_bic,5627,5628,1,27,27,1.0,0.9642857142857144,0.9818181818181818,0.0,0.8552992000477389,center0,0.0,14498.464693515283,GMM|k=5|cv=ful,50.0,27.0,
UBC1251,gmm_bic,3818,3819,1,18,19,0.9473684210526316,0.9473684210526316,0.9473684210526316,0.0526315789473684,1.234580499934964,center0,0.0,15946.879019229396,GMM|k=5|cv=ful,50.0,19.0,
UBC1252,gmm_bic,4422,4422,0,22,22,1.0,1.0,1.0,0.0,1.1714220000430942,center0,0.0,12463.523973910793,GMM|k=5|cv=ful,50.0,22.0,
UBC1253,gmm_bic,8241,8241,0,41,300,0.0,0.0,0.0,1.0,0.5458401000360027,center0,0.0,13913.434048627378,GMM|k=5|cv=dia,412.0,300.0,
UBC1254,gmm_bic,20108,20109,1,108,112,0.9553571428571428,0.981651376146789,0.9683257918552036,0.044642857142857,0.6133169999811798,center0,0.0,6668.275227038845,GMM|k=5|cv=ful,163.0,112.0,
UBC1255,gmm_bic,12662,12663,1,62,62,1.0,0.984126984126984,0.992,0.0,0.637262100004591,center0,0.0,6220.524544906626,GMM|k=4|cv=ful,91.0,62.0,
UBC1256,gmm_bic,11455,11456,1,56,440,0.0,0.0,0.0,1.0,0.7878251998918131,center0,0.0,10475.099583600522,GMM|k=5|cv=dia,572.0,440.0,
UBC1257,gmm_bic,3011,3011,0,11,150,0.0,0.0,0.0,1.0,0.9618496000766754,center0,0.0,17697.380590723962,GMM|k=5|cv=dia,150.0,696.0,
UBC1258,gmm_bic,4824,4824,0,24,241,0.0,0.0,0.0,1.0,1.2344254000345245,center0,0.0,15459.02930685757,GMM|k=5|cv=ful,241.0,250.0,
UBC1259,gmm_bic,4020,4020,0,20,201,0.0,0.0,0.0,1.0,0.9200825000880286,center0,0.0,16445.793410275935,GMM|k=5|cv=dia,201.0,381.0,
UBC1260,gmm_bic,3618,3618,0,18,73,0.2465753424657534,1.0,0.3956043956043955,0.7534246575342466,1.023454500013031,center0,0.0,17403.772701709255,GMM|k=5|cv=ful,106.0,73.0,
UBC1261,gmm_bic,6432,6432,0,32,32,1.0,1.0,1.0,0.0,1.144863300025463,center0,0.0,11841.53639265774,GMM|k=5|cv=ful,50.0,32.0,
UBC1262,gmm_bic,10452,10452,0,52,163,0.3190184049079754,1.0,0.4837209302325581,0.6809815950920246,0.9583976999856532,center0,0.0,9527.40990111111,GMM|k=5|cv=ful,241.0,163.0,
UBC1263,gmm_bic,7838,7839,1,38,38,1.0,0.9743589743589745,0.9870129870129868,0.0,1.0183078999398276,center0,0.0,7406.422128169521,GMM|k=5|cv=ful,55.0,38.0,
UBC1264,gmm_bic,7437,7437,0,37,37,1.0,1.0,1.0,0.0,0.5445770000806078,center0,0.0,11989.221205203516,GMM|k=5|cv=ful,55.0,37.0,
UBC1265,gmm_bic,9612,9612,0,48,410,0.0,0.0,0.0,1.0,0.8869597000302747,center0,0.0,8893.172974777232,GMM|k=4|cv=ful,480.0,410.0,
UBC1266,gmm_bic,3012,3012,0,12,150,0.0,0.0,0.0,1.0,0.8761609999928623,center0,0.0,13311.712374179348,GMM|k=5|cv=ful,150.0,893.0,
UBC1267,gmm_bic,7839,7839,0,39,391,0.0,0.0,0.0,1.0,0.9047155000735074,center0,0.0,9943.4094629035,GMM|k=5|cv=dia,391.0,714.0,
UBC1268,gmm_bic,4422,4422,0,22,22,1.0,1.0,1.0,0.0,0.9164110999554396,center0,0.0,10067.741771672729,GMM|k=5|cv=dia,50.0,22.0,
UBC1269,gmm_bic,3819,3819,0,19,190,0.0,0.0,0.0,1.0,1.1801518000429496,center0,0.0,12007.022728412136,GMM|k=5|cv=ful,190.0,482.0,
UBC1270,gmm_bic,7839,7839,0,39,42,0.9285714285714286,1.0,0.962962962962963,0.0714285714285714,0.9521819999208674,center0,0.0,9915.898074595912,GMM|k=5|cv=ful,61.0,42.0,
UBC1271,gmm_bic,6834,6834,0,34,34,1.0,1.0,1.0,0.0,0.613321500015445,center0,0.0,6759.745379422666,GMM|k=5|cv=dia,51.0,34.0,
UBC1272,gmm_bic,5226,5226,0,26,26,1.0,1.0,1.0,0.0,0.9530437000794336,center0,0.0,16656.803717105373,GMM|k=5|cv=ful,50.0,26.0,
UBC1273,gmm_bic,7236,7236,0,36,264,0.0,0.0,0.0,1.0,0.6823692000471056,center0,0.0,17718.62827727078,GMM|k=5|cv=ful,333.0,264.0,
UBC1274,gmm_bic,9849,9849,0,49,78,0.0,0.0,0.0,1.0,0.8237189999781549,center0,0.0,8708.346719932566,GMM|k=4|cv=ful,115.0,78.0,
UBC1275,gmm_bic,3216,3216,0,16,16,1.0,1.0,1.0,0.0,1.1172062999103218,center0,0.0,13254.56940123318,GMM|k=5|cv=ful,50.0,16.0,
UBC1276,gmm_bic,4422,4422,0,22,221,0.0,0.0,0.0,1.0,0.8212360999314114,center0,0.0,13932.374348132596,GMM|k=5|cv=ful,221.0,522.0,
UBC1277,gmm_bic,4221,4221,0,21,211,0.0,0.0,0.0,1.0,1.1854465999640524,center0,0.0,19359.34387633084,GMM|k=5|cv=ful,211.0,651.0,
UBC1278,gmm_bic,4221,4221,0,21,211,0.0,0.0,0.0,1.0,0.8623654000693932,center0,0.0,20009.89400882722,GMM|k=4|cv=ful,211.0,719.0,
UBC1279,gmm_bic,7838,7839,1,38,38,1.0,0.9743589743589745,0.9870129870129868,0.0,1.1951013000216335,center0,0.0,9123.698701350671,GMM|k=5|cv=ful,57.0,38.0,
UBC1280,gmm_bic,12864,12864,0,64,229,0.2794759825327511,1.0,0.4368600682593856,0.7205240174672489,0.7235755999572575,center0,0.0,8523.12170454739,GMM|k=5|cv=ful,358.0,229.0,
UBC1281,gmm_bic,3417,3417,0,17,170,0.0,0.0,0.0,1.0,1.1329342999961227,center0,0.0,15817.534555881008,GMM|k=5|cv=ful,170.0,543.0,
UBC1282,gmm_bic,3216,3216,0,16,160,0.0,0.0,0.0,1.0,0.9935111000668256,center0,0.0,15462.789571140029,GMM|k=5|cv=ful,160.0,455.0,
UBC1283,gmm_bic,6230,6231,1,30,30,1.0,0.967741935483871,0.9836065573770492,0.0,0.9513712000334636,center0,0.0,10989.797939746364,GMM|k=5|cv=ful,50.0,30.0,
UBC1284,gmm_bic,3819,3819,0,19,190,0.0,0.0,0.0,1.0,0.9678425999591128,center0,0.0,16373.462320263425,GMM|k=3|cv=ful,190.0,485.0,
UBC1285,gmm_bic,6432,6432,0,32,180,0.0,0.0,0.0,1.0,1.09198040002957,center0,0.0,15352.400173633085,GMM|k=5|cv=ful,265.0,180.0,
UBC1286,gmm_bic,5829,5829,0,29,291,0.0,0.0,0.0,1.0,1.0579974999418482,center0,0.0,12823.875780296336,GMM|k=4|cv=ful,291.0,376.0,
UBC1287,gmm_bic,6231,6231,0,31,31,1.0,1.0,1.0,0.0,1.2763646999374032,center0,0.0,10362.271298854335,GMM|k=5|cv=ful,50.0,31.0,
UBC1288,gmm_bic,3010,3010,0,10,16,0.625,1.0,0.7692307692307693,0.375,0.9633182999677956,center0,0.0,16163.094408753766,GMM|k=5|cv=ful,50.0,16.0,
UBC1289,gmm_bic,9246,9246,0,46,329,0.0,0.0,0.0,1.0,1.0610975000308829,center0,0.0,15080.00661942816,GMM|k=5|cv=dia,445.0,329.0,
UBC1290,gmm_bic,11256,11256,0,56,56,1.0,1.0,1.0,0.0,1.0073161000618711,center0,0.0,7247.402896373256,GMM|k=5|cv=ful,82.0,56.0,
UBC1291,gmm_bic,4623,4623,0,23,23,1.0,1.0,1.0,0.0,0.9620684999972582,center0,0.0,11268.078918647776,GMM|k=4|cv=ful,50.0,23.0,
UBC1292,gmm_bic,11455,11457,2,55,552,0.0,0.0,0.0,1.0,0.4097265000455081,center0,0.0,5395.964284871579,GMM|k=5|cv=dia,572.0,552.0,
UBC1293,gmm_bic,4221,4221,0,21,211,0.0,0.0,0.0,1.0,0.9488296000054106,center0,0.0,12431.24805876492,GMM|k=5|cv=ful,211.0,823.0,
UBC1294,gmm_bic,6834,6834,0,34,341,0.0,0.0,0.0,1.0,1.1678933999501169,center0,0.0,10455.7864866004,GMM|k=5|cv=dia,341.0,377.0,
UBC1295,gmm_bic,3618,3618,0,18,180,0.0,0.0,0.0,1.0,0.9812769000418484,center0,0.0,20179.47485062933,GMM|k=5|cv=dia,180.0,491.0,
UBC1296,gmm_bic,12864,12864,0,64,64,1.0,1.0,1.0,0.0,0.8362426999956369,center0,0.0,4798.276325200559,GMM|k=5|cv=dia,94.0,64.0,
UBC1297,gmm_bic,6632,6633,1,32,331,0.0,0.0,0.0,1.0,0.9829939999617636,center0,0.0,15227.834810702783,GMM|k=5|cv=ful,331.0,965.0,
UBC1298,gmm_bic,6833,6834,1,33,33,1.0,0.9705882352941176,0.9850746268656716,0.0,0.9343303000787272,center0,0.0,10133.651991818906,GMM|k=5|cv=dia,50.0,33.0,
UBC1299,gmm_bic,7035,7035,0,35,35,1.0,1.0,1.0,0.0,1.1690741999773309,center0,0.0,10906.118978946191,GMM|k=5|cv=ful,52.0,35.0,
UBC1300,gmm_bic,3013,3013,0,13,76,0.1710526315789473,1.0,0.2921348314606741,0.8289473684210527,0.7947326001012698,center0,0.0,15634.028326899666,GMM|k=5|cv=dia,150.0,76.0,
